영업중,인허가일자_년도,인허가일자_월,인허가일자_일,지역,영업상태구분코드,상세영업상태코드,시설면적,노래방실수,청소년실수,비상계단여부,비상구여부,자동환기여부,청소년실여부,특수조명여부,방음시설여부
1, 2009, 04, 07,서울특별시 도봉구,1,13,108.44,10,4,N,N,N,Y,N,Y
1, 2001, 11, 16,서울특별시 동대문구,1,13,156.79,1,4,N,N,N,N,N,N
1, 2006, 12, 29,서울특별시 동대문구,1,13,156.79,5,0,N,N,N,N,N,N
1, 2007, 01, 15,서울특별시 동대문구,1,13,133.0,7,4,N,N,N,Y,N,N
1, 2002, 09, 17,서울특별시 강남구,1,13,144.39,7,1,N,N,N,Y,N,N
1, 2010, 03, 16,서울특별시 강서구,1,13,144.68,10,4,N,N,N,N,N,N
1, 2010, 03, 22,서울특별시 강서구,1,13,192.84,5,4,N,N,N,Y,N,Y
1, 2010, 04, 21,서울특별시 강서구,1,13,69.36,3,4,N,N,N,N,N,N
1, 2010, 04, 29,서울특별시 강서구,1,13,162.64,8,4,N,N,N,N,N,N
1, 2010, 05, 31,서울특별시 강서구,1,13,140.18,5,2,N,N,N,Y,N,N
1, 2003, 01, 28,서울특별시 금천구,1,13,98.57,4,4,N,N,N,Y,N,N
1, 2016, 08, 16,서울특별시 관악구,1,13,235.63,21,8,Y,Y,Y,Y,N,Y
1, 2016, 08, 30,서울특별시 관악구,1,13,163.2,18,7,Y,Y,Y,Y,N,Y
1, 2016, 09, 23,서울특별시 관악구,1,13,127.4,15,6,N,N,N,Y,N,N
1, 2016, 10, 03,서울특별시 관악구,1,13,105.12,4,2,Y,Y,N,Y,N,N
1, 2016, 11, 02,서울특별시 관악구,1,13,107.52,15,10,N,N,N,Y,N,N
1, 2016, 11, 04,서울특별시 관악구,1,13,134.78,20,11,Y,Y,Y,Y,N,Y
1, 2016, 11, 22,서울특별시 관악구,1,13,85.65,11,7,Y,Y,Y,Y,N,Y
1, 2016, 12, 01,서울특별시 관악구,1,13,226.45,31,14,Y,N,N,Y,N,Y
1, 2016, 12, 23,서울특별시 관악구,1,13,111.06,19,9,N,Y,N,Y,N,Y
1, 2009, 05, 01,서울특별시 도봉구,1,13,131.94,10,4,N,N,N,Y,N,N
1, 2009, 08, 26,서울특별시 도봉구,1,13,82.4,4,0,N,N,N,N,N,N
1, 2009, 10, 05,서울특별시 도봉구,1,13,79.68,10,4,N,N,N,N,N,N
1, 2009, 11, 05,서울특별시 도봉구,1,13,85.9,10,4,N,N,N,Y,N,N
1, 2009, 11, 06,서울특별시 도봉구,1,13,180.0,5,4,N,N,N,Y,N,N
1, 2010, 01, 15,서울특별시 도봉구,1,13,95.3,5,4,N,N,N,Y,N,N
1, 2010, 02, 23,서울특별시 도봉구,1,13,123.5,10,4,N,N,N,Y,N,N
1, 2010, 03, 25,서울특별시 도봉구,1,13,156.79,10,4,N,N,N,N,N,N
1, 2010, 04, 16,서울특별시 도봉구,1,13,137.56,6,3,N,N,N,Y,N,N
1, 2010, 09, 01,서울특별시 도봉구,1,13,156.79,9,0,N,N,N,N,N,N
1, 2010, 10, 11,서울특별시 도봉구,1,13,127.4,5,4,N,N,N,Y,N,N
1, 2011, 11, 17,서울특별시 도봉구,1,13,101.82,10,4,N,N,N,Y,N,N
1, 2012, 02, 20,서울특별시 도봉구,1,13,120.0,5,4,N,N,N,Y,N,N
1, 1997, 12, 05,서울특별시 금천구,1,13,105.06,6,4,N,N,N,N,N,N
1, 2010, 05, 07,서울특별시 강남구,1,13,126.9,5,4,N,N,N,N,N,N
1, 2010, 05, 10,서울특별시 강남구,1,13,173.52,5,4,N,N,N,N,N,N
1, 2010, 05, 14,서울특별시 강남구,1,13,267.7,10,2,N,N,N,Y,N,N
1, 2005, 04, 28,서울특별시 금천구,1,13,147.49,7,4,N,N,N,N,N,N
1, 2005, 07, 08,서울특별시 금천구,1,13,123.97,8,0,N,N,N,N,N,N
1, 2005, 11, 10,서울특별시 금천구,1,13,234.62,11,2,N,N,N,Y,N,N
1, 2005, 12, 02,서울특별시 금천구,1,13,199.94,7,4,N,N,N,N,N,N
1, 2006, 01, 18,서울특별시 금천구,1,13,197.76,7,1,N,N,N,Y,N,N
1, 2006, 05, 10,서울특별시 금천구,1,13,136.81,10,4,N,N,N,N,N,N
1, 2006, 06, 16,서울특별시 금천구,1,13,108.48,6,6,N,N,N,Y,N,N
1, 2000, 02, 21,서울특별시 금천구,1,13,105.06,6,3,N,N,N,Y,N,N
1, 2000, 03, 30,서울특별시 금천구,1,13,89.01,6,2,N,N,N,N,N,N
1, 2003, 01, 25,서울특별시 동작구,1,13,156.79,7,6,N,N,N,Y,N,N
1, 2003, 02, 21,서울특별시 동작구,1,13,156.79,10,4,N,N,N,N,N,N
1, 2012, 04, 13,서울특별시 도봉구,1,13,131.1,10,4,N,N,N,N,N,N
1, 2012, 10, 21,서울특별시 도봉구,1,13,86.94,10,4,N,N,N,Y,N,N
1, 2013, 10, 02,서울특별시 도봉구,1,13,117.37,10,4,N,N,N,Y,N,N
1, 2013, 12, 03,서울특별시 도봉구,1,13,124.0,10,4,N,N,N,Y,N,N
1, 2002, 08, 30,서울특별시 강남구,1,13,99.0,7,3,Y,Y,N,Y,N,N
1, 2002, 09, 02,서울특별시 강남구,1,13,171.6,12,12,N,N,N,Y,N,N
1, 2002, 09, 11,서울특별시 강남구,1,13,269.59,7,1,N,N,N,Y,N,N
1, 2002, 09, 16,서울특별시 강남구,1,13,138.6,7,4,N,N,N,Y,N,N
1, 1998, 02, 18,서울특별시 금천구,1,13,112.02,6,0,N,N,N,N,N,N
1, 2010, 05, 24,서울특별시 강남구,1,13,123.25,4,4,N,N,N,N,N,N
1, 2010, 07, 13,서울특별시 강남구,1,13,98.92,5,4,N,N,N,N,N,N
1, 2007, 04, 25,서울특별시 금천구,1,13,124.53,6,0,N,N,N,N,N,N
1, 2001, 06, 25,서울특별시 관악구,1,13,165.0,10,1,N,N,N,Y,N,N
1, 2001, 07, 25,서울특별시 관악구,1,13,72.99,5,3,N,N,N,Y,N,N
1, 2001, 08, 01,서울특별시 관악구,1,13,99.0,8,4,N,N,N,Y,N,N
1, 2001, 08, 02,서울특별시 관악구,1,13,240.75,13,11,N,N,N,Y,N,N
1, 2001, 08, 16,서울특별시 관악구,1,13,175.5,11,6,N,N,N,Y,N,N
1, 2001, 09, 03,서울특별시 관악구,1,13,50.82,4,3,N,N,N,Y,N,N
1, 2001, 09, 05,서울특별시 관악구,1,13,115.92,8,5,N,N,N,Y,N,N
1, 2001, 09, 11,서울특별시 관악구,1,13,163.31,6,2,N,N,N,Y,N,N
1, 2003, 02, 04,서울특별시 동작구,1,13,156.79,10,4,N,N,N,Y,N,N
1, 2003, 02, 10,서울특별시 동작구,1,13,156.79,10,4,N,N,N,Y,N,N
1, 2012, 07, 25,서울특별시 관악구,1,13,146.23,6,1,N,N,N,Y,N,N
1, 2012, 08, 03,서울특별시 관악구,1,13,128.59,4,4,N,N,N,N,N,N
1, 2012, 08, 27,서울특별시 관악구,1,13,111.6,5,0,N,N,N,N,N,N
1, 2012, 12, 06,서울특별시 관악구,1,13,89.26,5,4,N,N,N,N,N,N
1, 2012, 12, 10,서울특별시 관악구,1,13,150.18,5,4,N,N,N,N,N,N
1, 2003, 04, 03,서울특별시 동작구,1,13,156.79,10,4,N,N,N,N,N,N
1, 2003, 04, 14,서울특별시 동작구,1,13,156.79,8,2,N,N,N,Y,N,N
1, 2003, 01, 27,서울특별시 동대문구,1,13,142.04,6,4,N,N,N,Y,N,N
1, 2003, 02, 03,서울특별시 동대문구,1,13,144.0,7,4,N,N,N,N,N,N
1, 2003, 02, 07,서울특별시 동대문구,1,13,138.0,6,2,N,N,N,Y,N,N
1, 2003, 02, 11,서울특별시 동대문구,1,13,156.79,5,2,N,N,N,Y,N,N
1, 2003, 09, 19,서울특별시 동대문구,1,13,163.57,7,4,N,N,N,Y,N,N
1, 2003, 07, 25,서울특별시 동대문구,1,13,153.92,10,3,N,N,N,Y,N,N
1, 2003, 07, 23,서울특별시 동대문구,1,13,156.79,5,4,N,N,N,N,N,N
1, 2008, 04, 04,서울특별시 금천구,1,13,135.21,5,4,N,N,N,Y,N,N
1, 2008, 04, 14,서울특별시 금천구,1,13,297.27,5,4,N,N,N,N,N,N
1, 2008, 05, 15,서울특별시 금천구,1,13,125.05,6,3,N,N,N,N,N,N
1, 2008, 05, 26,서울특별시 금천구,1,13,132.0,7,7,N,N,N,Y,N,N
1, 1999, 03, 16,서울특별시 관악구,1,13,148.5,9,1,N,N,N,Y,N,N
1, 1999, 03, 17,서울특별시 관악구,1,13,139.59,5,1,N,N,N,Y,N,N
1, 2003, 03, 20,서울특별시 동작구,1,13,77.04,5,5,N,N,N,Y,N,N
1, 2003, 02, 28,서울특별시 동대문구,1,13,156.79,6,0,N,N,N,N,N,N
1, 2003, 03, 11,서울특별시 동대문구,1,13,114.91,6,1,N,N,N,Y,N,N
1, 2003, 03, 17,서울특별시 동대문구,1,13,156.79,10,4,N,N,N,N,N,N
1, 2001, 11, 16,서울특별시 동대문구,1,13,143.99,7,4,N,N,N,Y,N,N
1, 2004, 05, 25,서울특별시 동대문구,1,13,140.0,7,1,N,N,N,Y,N,N
1, 2004, 09, 01,서울특별시 동대문구,1,13,173.0,8,4,N,N,N,N,N,N
1, 1999, 03, 04,서울특별시 금천구,1,13,165.0,7,1,N,N,N,N,N,N
1, 1998, 11, 12,서울특별시 관악구,1,13,117.0,10,7,N,N,N,N,N,N
1, 1998, 11, 27,서울특별시 관악구,1,13,239.27,12,3,N,N,N,N,N,N
1, 1998, 11, 30,서울특별시 관악구,1,13,113.76,8,2,N,N,N,Y,N,N
1, 2008, 07, 11,서울특별시 금천구,1,13,164.96,7,7,N,N,N,Y,N,N
1, 2008, 09, 22,서울특별시 금천구,1,13,131.57,4,4,N,N,N,N,N,N
1, 2009, 01, 21,서울특별시 금천구,1,13,158.92,8,4,N,N,N,N,N,N
1, 2009, 04, 21,서울특별시 금천구,1,13,133.88,5,1,N,N,N,N,N,N
1, 2009, 04, 30,서울특별시 금천구,1,13,102.06,5,4,N,N,N,N,N,N
1, 2001, 05, 23,서울특별시 금천구,1,13,178.52,7,7,N,N,N,Y,N,N
1, 2001, 06, 22,서울특별시 금천구,1,13,280.05,10,4,N,N,N,Y,N,N
1, 2001, 07, 02,서울특별시 금천구,1,13,97.05,4,1,N,N,N,Y,N,N
1, 2002, 05, 31,서울특별시 관악구,1,13,99.0,6,1,N,N,N,Y,N,N
1, 2003, 11, 20,서울특별시 관악구,1,13,137.81,6,1,N,N,N,Y,N,N
1, 2003, 12, 15,서울특별시 관악구,1,13,140.65,6,3,N,N,N,Y,N,N
1, 2003, 02, 13,서울특별시 관악구,1,13,112.68,6,4,Y,Y,Y,N,N,Y
1, 2004, 12, 16,서울특별시 관악구,1,13,97.49,7,3,N,N,N,Y,N,N
1, 2005, 02, 01,서울특별시 관악구,1,13,78.76,6,2,N,N,N,Y,N,N
1, 2005, 04, 29,서울특별시 관악구,1,13,77.44,4,1,Y,Y,N,Y,N,N
1, 2005, 04, 15,서울특별시 관악구,1,13,174.21,6,0,N,N,N,N,N,N
1, 2005, 04, 20,서울특별시 관악구,1,13,142.34,6,1,N,N,N,Y,N,N
1, 2005, 06, 14,서울특별시 관악구,1,13,115.29,5,2,N,N,N,Y,N,N
1, 2005, 06, 14,서울특별시 관악구,1,13,99.6,5,3,N,N,N,Y,N,N
1, 2005, 07, 13,서울특별시 관악구,1,13,548.91,14,3,N,N,N,N,N,N
1, 2004, 10, 22,서울특별시 금천구,1,13,125.15,6,3,N,N,N,N,N,N
1, 2004, 11, 19,서울특별시 금천구,1,13,195.82,6,2,N,N,N,Y,N,N
1, 2004, 11, 30,서울특별시 금천구,1,13,192.03,10,4,N,N,N,Y,N,N
1, 2004, 12, 03,서울특별시 금천구,1,13,172.56,7,6,N,N,N,Y,N,N
1, 2001, 03, 29,서울특별시 강서구,1,13,105.6,5,1,N,N,N,Y,N,N
1, 2009, 08, 20,서울특별시 금천구,1,13,187.11,6,1,N,N,N,Y,N,N
1, 2009, 09, 07,서울특별시 금천구,1,13,146.45,6,2,N,N,N,Y,N,N
1, 2009, 11, 16,서울특별시 금천구,1,13,122.98,5,2,N,N,N,Y,N,N
1, 1999, 06, 19,서울특별시 관악구,1,13,162.52,7,1,N,N,N,N,N,N
1, 1999, 07, 08,서울특별시 관악구,1,13,106.4,6,4,N,N,N,Y,N,N
1, 1999, 07, 08,서울특별시 관악구,1,13,99.0,6,0,N,N,N,N,N,N
1, 1999, 07, 08,서울특별시 관악구,1,13,83.58,7,0,N,N,N,N,N,N
1, 1999, 07, 08,서울특별시 관악구,1,13,115.5,7,2,N,N,N,N,N,N
1, 2002, 04, 22,서울특별시 관악구,1,13,164.0,9,8,N,N,N,Y,N,N
1, 2002, 04, 22,서울특별시 관악구,1,13,125.56,17,3,N,N,N,Y,N,N
1, 2002, 10, 17,서울특별시 관악구,1,13,111.46,5,3,N,N,N,Y,N,N
1, 1994, 07, 13,서울특별시 강동구,1,13,145.56,7,2,N,N,N,Y,N,N
1, 1994, 07, 13,서울특별시 강동구,1,13,97.72,5,2,N,N,N,Y,N,N
1, 1994, 08, 10,서울특별시 강동구,1,13,99.19,6,2,N,N,N,Y,N,N
1, 1994, 08, 16,서울특별시 강동구,1,13,160.0,9,2,N,N,N,Y,N,N
1, 1994, 09, 08,서울특별시 강동구,1,13,119.0,5,2,N,N,N,Y,N,N
1, 1994, 09, 15,서울특별시 강동구,1,13,148.5,10,3,N,N,N,Y,N,N
1, 2001, 07, 02,서울특별시 금천구,1,13,102.16,10,4,N,N,N,Y,N,N
1, 2001, 07, 04,서울특별시 금천구,1,13,132.0,8,1,N,N,N,Y,N,N
1, 2001, 07, 05,서울특별시 금천구,1,13,106.08,5,4,N,N,N,Y,N,N
1, 2001, 08, 08,서울특별시 금천구,1,13,81.76,4,4,N,N,N,N,N,N
1, 2001, 08, 10,서울특별시 금천구,1,13,210.61,8,1,N,N,N,Y,N,N
1, 2002, 01, 12,서울특별시 관악구,1,13,133.56,7,4,Y,Y,Y,Y,Y,Y
1, 2002, 07, 03,서울특별시 관악구,1,13,127.68,6,0,N,N,N,N,N,N
1, 2002, 09, 18,서울특별시 관악구,1,13,173.0,8,4,N,N,N,Y,N,N
1, 2002, 10, 24,서울특별시 관악구,1,13,131.85,6,4,N,N,N,Y,N,N
1, 2015, 03, 27,서울특별시 관악구,1,13,155.68,6,4,Y,Y,Y,N,N,Y
1, 2015, 04, 10,서울특별시 관악구,1,13,165.51,23,4,Y,Y,Y,Y,N,Y
1, 2015, 04, 13,서울특별시 관악구,1,13,57.29,4,4,N,N,N,N,N,N
1, 2005, 08, 10,서울특별시 관악구,1,13,90.15,4,1,N,N,N,Y,N,N
1, 2009, 12, 07,서울특별시 금천구,1,13,148.76,5,4,N,N,N,Y,N,N
1, 2010, 02, 26,서울특별시 금천구,1,13,129.17,5,2,N,N,N,N,N,N
1, 2010, 05, 14,서울특별시 금천구,1,13,104.68,6,6,N,N,N,Y,N,N
1, 2010, 09, 08,서울특별시 금천구,1,13,107.25,5,4,N,N,N,N,N,N
1, 2011, 01, 25,서울특별시 금천구,1,13,306.12,10,4,N,N,N,Y,N,N
1, 2004, 05, 17,서울특별시 관악구,1,13,164.73,8,2,N,N,N,Y,N,N
1, 1999, 11, 12,서울특별시 강동구,1,13,126.27,5,1,N,N,N,Y,N,N
1, 1999, 11, 23,서울특별시 강동구,1,13,167.5,7,2,N,N,N,Y,N,N
1, 1999, 12, 02,서울특별시 강동구,1,13,124.15,8,3,N,N,N,Y,N,N
1, 2000, 01, 31,서울특별시 강동구,1,13,289.14,10,2,N,N,N,Y,N,N
1, 2000, 02, 01,서울특별시 강동구,1,13,249.09,10,5,N,N,N,Y,N,N
1, 2006, 05, 30,서울특별시 동대문구,1,13,52.54,7,0,N,N,N,N,N,N
1, 2001, 01, 13,서울특별시 강동구,1,13,146.19,6,2,N,N,N,Y,N,N
1, 2001, 01, 27,서울특별시 강동구,1,13,135.0,7,2,N,N,N,Y,N,N
1, 2001, 02, 03,서울특별시 강동구,1,13,117.37,8,3,N,N,N,Y,N,N
1, 2001, 02, 16,서울특별시 강동구,1,13,102.4,7,4,N,N,N,N,N,N
1, 2001, 03, 05,서울특별시 강동구,1,13,110.16,4,0,N,N,N,N,N,N
1, 2007, 12, 24,서울특별시 관악구,1,13,106.87,5,1,Y,Y,Y,N,Y,Y
1, 2008, 03, 07,서울특별시 관악구,1,13,128.96,5,4,N,N,N,N,N,N
1, 2008, 10, 06,서울특별시 관악구,1,13,119.0,4,4,N,N,N,N,N,N
1, 2008, 12, 09,서울특별시 관악구,1,13,95.58,4,1,N,N,N,Y,N,N
1, 2001, 10, 05,서울특별시 금천구,1,13,143.05,10,10,N,N,N,Y,N,N
1, 2001, 10, 17,서울특별시 금천구,1,13,108.63,6,4,N,N,N,N,N,N
1, 2001, 11, 02,서울특별시 금천구,1,13,99.0,5,2,N,N,N,Y,N,N
1, 2001, 11, 23,서울특별시 금천구,1,13,99.0,6,1,N,N,N,Y,N,N
1, 2001, 11, 26,서울특별시 금천구,1,13,84.6,6,6,N,N,N,Y,N,N
1, 1993, 10, 19,서울특별시 광진구,1,13,137.85,7,2,N,N,N,Y,N,N
1, 2015, 04, 23,서울특별시 관악구,1,13,107.65,4,0,N,Y,N,N,N,N
1, 2015, 04, 30,서울특별시 관악구,1,13,118.22,5,2,N,Y,N,Y,N,N
1, 1993, 10, 19,서울특별시 광진구,1,13,156.79,6,1,N,N,N,Y,N,N
1, 2002, 05, 22,서울특별시 금천구,1,13,92.0,5,1,N,N,N,Y,N,N
1, 2002, 05, 27,서울특별시 금천구,1,13,89.01,6,2,N,N,N,Y,N,N
1, 2004, 06, 10,서울특별시 관악구,1,13,108.3,7,0,N,N,N,N,N,N
1, 2004, 06, 23,서울특별시 관악구,1,13,139.5,5,4,N,N,N,N,N,N
1, 2004, 07, 09,서울특별시 관악구,1,13,105.88,6,2,N,N,N,Y,N,N
1, 2004, 07, 27,서울특별시 관악구,1,13,115.37,5,3,N,N,N,Y,N,N
1, 2004, 11, 16,서울특별시 강동구,1,13,195.14,8,2,N,N,N,Y,N,N
1, 2005, 11, 24,서울특별시 강동구,1,13,128.04,7,1,N,N,N,Y,N,N
1, 2005, 11, 24,서울특별시 강동구,1,13,118.0,7,3,N,N,N,Y,N,N
1, 2006, 12, 11,서울특별시 동대문구,1,13,77.49,4,4,N,N,N,Y,N,N
1, 2006, 12, 15,서울특별시 동대문구,1,13,156.79,100,0,N,N,N,N,N,N
1, 1997, 09, 20,서울특별시 관악구,1,13,135.21,7,3,N,N,N,N,N,N
1, 1993, 12, 06,서울특별시 광진구,1,13,125.4,7,3,N,N,N,Y,N,N
1, 1993, 12, 30,서울특별시 광진구,1,13,90.72,5,5,N,N,N,Y,N,N
1, 2009, 05, 06,서울특별시 강서구,1,13,335.67,10,4,N,N,N,Y,N,N
1, 2004, 05, 10,서울특별시 강서구,1,13,100.5,4,4,N,N,N,N,N,N
1, 2004, 05, 19,서울특별시 강서구,1,13,131.38,7,4,N,N,N,Y,N,N
1, 2004, 05, 19,서울특별시 강서구,1,13,184.76,7,4,N,N,N,N,N,N
1, 2004, 06, 11,서울특별시 강서구,1,13,91.0,4,4,N,N,N,N,N,N
1, 2004, 06, 17,서울특별시 강서구,1,13,291.0,10,4,N,N,N,N,N,N
1, 2004, 07, 06,서울특별시 강서구,1,13,175.2,10,1,N,N,N,Y,N,N
1, 2004, 07, 09,서울특별시 강서구,1,13,85.14,6,1,N,N,N,Y,N,N
1, 1997, 04, 14,서울특별시 관악구,1,13,101.69,8,0,N,N,N,N,N,N
1, 1997, 04, 18,서울특별시 관악구,1,13,125.4,7,2,N,N,N,Y,N,N
1, 1997, 07, 04,서울특별시 관악구,1,13,140.15,11,4,N,N,N,N,N,N
1, 1997, 07, 10,서울특별시 관악구,1,13,144.17,7,4,N,N,N,Y,N,N
1, 2004, 09, 09,서울특별시 관악구,1,13,114.87,6,4,N,N,N,N,N,N
1, 2004, 10, 19,서울특별시 관악구,1,13,182.81,7,1,N,N,N,Y,N,N
1, 2004, 10, 29,서울특별시 관악구,1,13,51.93,4,2,N,N,N,N,N,N
1, 2003, 07, 14,서울특별시 강동구,1,13,125.12,5,1,N,N,N,Y,N,N
1, 2004, 11, 18,서울특별시 강동구,1,13,215.7,8,1,N,N,N,Y,N,N
1, 2004, 12, 27,서울특별시 강동구,1,13,98.63,6,1,Y,Y,Y,Y,N,Y
1, 2005, 01, 03,서울특별시 강동구,1,13,180.07,8,2,N,N,N,Y,N,N
1, 2005, 01, 27,서울특별시 강동구,1,13,148.14,6,1,Y,Y,Y,Y,Y,Y
1, 1999, 11, 26,서울특별시 금천구,1,13,182.12,8,4,N,N,N,N,N,N
1, 2006, 02, 10,서울특별시 강동구,1,13,318.22,18,18,N,Y,N,Y,N,Y
1, 2006, 03, 17,서울특별시 강동구,1,13,102.6,5,1,N,N,N,Y,N,N
1, 2006, 05, 04,서울특별시 강동구,1,13,277.48,10,1,Y,Y,N,N,N,Y
1, 2006, 05, 26,서울특별시 강동구,1,13,210.41,9,4,Y,Y,N,Y,N,Y
1, 2006, 06, 05,서울특별시 강동구,1,13,258.13,8,2,Y,Y,Y,Y,Y,Y
1, 2005, 11, 01,서울특별시 강남구,1,13,182.52,6,0,N,N,N,N,N,N
1, 2005, 11, 07,서울특별시 강남구,1,13,249.76,10,0,N,N,N,N,N,N
1, 2005, 11, 09,서울특별시 강남구,1,13,124.94,6,4,N,N,N,Y,N,N
1, 2005, 11, 17,서울특별시 강남구,1,13,148.32,6,4,N,N,N,Y,N,N
1, 1997, 09, 24,서울특별시 관악구,1,13,92.4,8,3,N,N,N,Y,N,N
1, 1997, 10, 20,서울특별시 관악구,1,13,65.79,6,4,N,N,N,N,N,N
1, 1997, 10, 20,서울특별시 관악구,1,13,115.5,7,4,N,N,N,N,N,N
1, 1997, 11, 03,서울특별시 관악구,1,13,112.0,8,0,N,N,N,N,N,N
1, 1997, 11, 07,서울특별시 관악구,1,13,132.0,10,1,N,N,N,Y,N,N
1, 1997, 11, 20,서울특별시 관악구,1,13,89.1,7,0,N,N,N,N,N,N
1, 1997, 12, 01,서울특별시 관악구,1,13,138.21,8,2,N,N,N,Y,N,N
1, 2001, 09, 18,서울특별시 관악구,1,13,101.31,2,2,N,N,N,N,N,N
1, 2001, 09, 21,서울특별시 관악구,1,13,143.64,7,3,N,N,N,Y,N,N
1, 2001, 10, 18,서울특별시 관악구,1,13,215.57,9,6,N,N,N,Y,N,N
1, 2017, 05, 15,서울특별시 금천구,1,13,183.69,22,22,Y,Y,N,Y,N,N
1, 2017, 05, 23,서울특별시 금천구,1,13,121.66,15,4,Y,Y,N,Y,N,Y
1, 2017, 11, 08,서울특별시 금천구,1,13,174.58,6,2,N,N,N,Y,N,N
1, 2017, 12, 22,서울특별시 금천구,1,13,370.91,9,0,N,N,N,N,N,N
1, 2018, 03, 27,서울특별시 금천구,1,13,196.3,6,0,Y,Y,N,N,N,Y
1, 2018, 04, 05,서울특별시 금천구,1,13,172.5,6,0,N,N,N,N,N,N
1, 1993, 03, 14,서울특별시 강동구,1,13,135.0,10,1,N,N,N,Y,N,N
1, 1993, 11, 06,서울특별시 강동구,1,13,120.63,10,4,N,N,N,N,N,N
1, 1993, 11, 22,서울특별시 강동구,1,13,113.03,6,2,N,N,N,Y,N,N
1, 1993, 11, 22,서울특별시 강동구,1,13,145.72,5,1,N,N,N,Y,N,N
1, 2000, 11, 28,서울특별시 동대문구,1,13,138.6,6,2,N,N,N,N,N,N
1, 1993, 12, 06,서울특별시 도봉구,1,13,156.79,10,4,N,N,N,N,N,N
1, 1993, 12, 06,서울특별시 도봉구,1,13,156.79,6,4,N,N,N,Y,N,N
1, 2005, 02, 04,서울특별시 강동구,1,13,167.97,6,2,N,N,N,Y,N,N
1, 2005, 08, 29,서울특별시 강동구,1,13,116.45,5,1,N,N,N,Y,N,N
1, 2006, 08, 10,서울특별시 강동구,1,13,115.24,6,2,Y,Y,N,Y,Y,Y
1, 2007, 05, 02,서울특별시 강동구,1,13,143.5,6,2,N,N,N,Y,N,N
1, 2007, 05, 25,서울특별시 강동구,1,13,123.78,6,1,Y,Y,Y,Y,Y,Y
1, 2007, 05, 31,서울특별시 강동구,1,13,158.03,6,1,Y,Y,Y,Y,Y,Y
1, 2007, 07, 20,서울특별시 강동구,1,13,230.0,8,4,N,N,N,Y,N,N
1, 2017, 10, 13,서울특별시 관악구,1,13,175.92,20,8,N,Y,N,Y,N,N
1, 2017, 11, 14,서울특별시 관악구,1,13,134.7,15,4,N,N,N,Y,N,N
1, 2017, 12, 14,서울특별시 관악구,1,13,60.0,12,4,N,Y,N,Y,N,Y
1, 2005, 02, 07,서울특별시 강서구,1,13,149.61,6,4,N,N,N,Y,N,N
1, 2005, 03, 15,서울특별시 강서구,1,13,162.64,10,4,N,N,N,N,N,N
1, 2005, 03, 18,서울특별시 강서구,1,13,289.21,10,4,N,N,N,N,N,N
1, 2005, 04, 06,서울특별시 강서구,1,13,248.0,10,5,N,N,N,Y,N,N
1, 2005, 04, 20,서울특별시 강서구,1,13,117.0,6,4,N,N,N,N,N,N
1, 2005, 05, 09,서울특별시 강서구,1,13,215.64,10,4,N,N,N,Y,N,N
1, 2005, 06, 17,서울특별시 강서구,1,13,165.0,5,4,N,N,N,Y,N,N
1, 2005, 07, 06,서울특별시 강서구,1,13,110.16,999,0,N,N,N,N,N,N
1, 2005, 08, 18,서울특별시 강서구,1,13,258.29,10,4,N,N,N,N,N,N
1, 2004, 09, 13,서울특별시 강서구,1,13,94.54,5,1,N,N,N,Y,N,N
1, 2008, 02, 12,서울특별시 강남구,1,13,201.3,7,4,N,N,N,N,N,N
1, 2008, 04, 14,서울특별시 강남구,1,13,230.47,9,3,Y,Y,N,Y,Y,Y
1, 2018, 05, 11,서울특별시 금천구,1,13,181.49,5,4,Y,Y,N,N,N,Y
1, 2018, 07, 12,서울특별시 금천구,1,13,164.96,6,4,Y,Y,N,N,N,N
1, 2016, 04, 11,서울특별시 강남구,1,13,130.86,14,14,N,N,N,Y,N,N
1, 2016, 06, 14,서울특별시 강남구,1,13,146.35,5,4,N,N,N,N,N,N
1, 2016, 06, 21,서울특별시 강남구,1,13,155.66,22,22,N,N,N,Y,N,N
1, 2016, 06, 28,서울특별시 강남구,1,13,204.83,7,1,N,N,N,Y,N,N
1, 2016, 07, 19,서울특별시 강남구,1,13,97.52,16,16,N,N,N,Y,N,N
1, 2016, 08, 04,서울특별시 강남구,1,13,134.37,5,4,N,N,N,N,N,N
1, 1993, 11, 30,서울특별시 강동구,1,13,66.0,5,1,N,N,N,Y,N,N
1, 2001, 11, 16,서울특별시 동대문구,1,13,156.79,8,1,N,N,N,Y,N,N
1, 2001, 11, 16,서울특별시 동대문구,1,13,156.79,4,0,N,N,N,N,N,N
1, 2001, 11, 16,서울특별시 동대문구,1,13,156.79,7,4,N,N,N,N,N,N
1, 2001, 11, 16,서울특별시 동대문구,1,13,95.87,5,2,N,N,N,Y,N,N
1, 2018, 01, 23,서울특별시 관악구,1,13,133.06,21,5,N,N,N,Y,N,N
1, 2018, 02, 02,서울특별시 관악구,1,13,128.7,8,4,N,N,N,N,N,N
1, 2018, 02, 06,서울특별시 관악구,1,13,137.23,19,4,N,N,N,Y,N,N
1, 2018, 02, 14,서울특별시 관악구,1,13,126.23,16,6,N,Y,N,Y,N,N
1, 2018, 03, 12,서울특별시 관악구,1,13,107.85,5,2,Y,N,N,Y,N,N
1, 1995, 06, 09,서울특별시 관악구,1,13,99.0,6,2,N,N,N,N,N,N
